puLocationId,count,sd_dist
5,25.873200008273123,7.849120301268475
44,19.661290395644404,16.30622016311742
23,18.50631358083022,13.973369236642622
176,17.56437507085502,13.697212946849007
84,17.100416632990044,11.901030461767904
86,16.929073801865282,8.058707811391322
117,16.663821444341114,9.913343708385913
204,16.63818195733157,10.39622915502113
156,16.411604937579895,11.368444187929724
132,16.387604267317602,5.405160105987047
219,15.586999193767713,8.427275718519368
154,14.863300986467442,12.954435812294777
10,14.656351646810354,5.652676846517965
201,14.578918895205936,9.736459367543407
206,14.450982618194095,11.24581810571829
46,13.831350225688032,8.020738270026754
215,13.538177549821931,5.706155270123563
172,13.265161217220369,7.972837600106807
38,13.222859499634733,8.168970123726654
203,13.188829419239442,8.284110990086415
187,12.989876590393207,9.03440032567675
118,12.456623374254672,12.696545774220828
221,12.44366123865211,9.784781932195727
2,12.406571471691132,8.196470125152091
245,12.26543481712756,10.958292559390207
101,12.219478993355727,7.037055627273294
30,12.179999987284342,14.436307912756408
139,11.855211104923026,8.052571103638488
55,11.80902090566855,8.37974458971448
214,11.754851500586708,8.69280227023082
115,11.61611768989002,8.999200538583617
64,11.475407510902441,9.528737963409757
109,11.158333291610083,11.629500494463567
130,11.068091701387115,5.9371272261615164
191,11.046692035595576,7.118715826364509
1,11.002754433511415,9.554723286126503
124,10.753377550870033,8.94369358196547
253,10.53944055683963,9.230991508657457
210,10.51882869000655,7.764497423648813
205,10.498585830880494,7.165307845320777
216,10.393444651015027,9.106183717955728
15,10.32702862803862,7.6148597549800305
28,10.312339548420676,6.103956483378397
222,10.2289326302071,8.22089449027617
252,10.163236148039964,7.432088728043145
150,10.11956056687354,7.790121749661108
51,10.102467091468073,7.14271056540747
27,10.10090910507874,10.966167303716935
122,10.0462695616247,6.443666427590269
93,9.964233614346705,5.002174465882271
218,9.870553764367626,6.8275702479766505
138,9.787957754174576,3.3088042155111905
259,9.734583588682773,7.41098009567174
53,9.666207245178146,5.351156648301115
184,9.640558992113386,8.078421082953511
183,9.458519720325345,6.5955720125738475
175,9.382004392891305,6.244134685449769
155,9.244287722114104,8.48512861256338
108,9.22563451614275,7.214543198999114
39,9.189148629999364,7.767529317182083
208,9.11093770639256,7.152655822378459
254,9.108238544447065,7.539882936758083
6,9.053435880404253,9.248531615694489
81,9.024226558489522,7.03090547067115
171,9.022609044006058,6.284334796834671
98,8.91144822137712,6.109703679468471
29,8.883707135830607,7.625743068321835
58,8.877586205252285,7.959291462051312
19,8.78586047393407,6.656239410488041
16,8.761923604130256,6.819177610294075
131,8.681078010429411,6.4522021284138855
251,8.66267327447929,10.255669567757586
240,8.552142854405458,7.1289146590452885
21,8.476459502839823,6.34926183703255
32,8.450445604821047,6.580389721198423
76,8.348035140760242,6.8486987385524625
91,8.347176576424,6.850042824512706
135,8.280774539022357,6.98250750489681
180,8.272145517817584,5.50997789051291
200,8.240937127505513,6.0513115781301705
11,8.12219663802452,7.562830800098915
22,8.075676345380353,6.70969762555916
59,8.023571426771126,6.668546158870414
3,7.993436149786759,6.520182196565631
258,7.97741429949951,5.561874549251827
70,7.841708492834113,7.78475760350027
77,7.835274613747746,6.54692640653208
182,7.792731060200569,5.741005680114075
121,7.781184409422496,5.320871482074856
213,7.744053915034136,5.453149959726927
197,7.71708568212727,5.755047919620904
31,7.693163024247998,5.704888894370769
63,7.690131406685587,5.958173683242779
265,7.56191098601917,10.121909259658604
14,7.496274864538129,6.008690469514946
149,7.421748426200459,6.53971137538239
35,7.387321054143292,5.8810408280354896
174,7.36672323566089,6.867119806833656
207,7.176644984613875,5.314214145523766
71,7.11476014153599,5.677432798096023
72,7.090348580210701,5.963423996070523
227,7.053070416717181,6.049736228996622
73,7.035833327063158,5.1685022052328735
147,6.933045181911134,5.844877785715286
92,6.89498375794163,5.879929485141991
136,6.890534078691816,6.425997804545327
9,6.870791713953309,4.940009050043441
56,6.861631290313252,4.243247578690951
78,6.847698948298754,5.631135140613937
248,6.8451287710464905,5.801671472276509
185,6.830700499577817,5.582570218855772
194,6.818949157656882,5.686025068764677
235,6.715842486971776,6.14486586605978
123,6.714121803447654,6.3007529262136135
241,6.681217640227851,6.018664209024585
165,6.658307876941552,5.860244049282125
126,6.644958675892885,5.815962599785538
102,6.608449550163145,4.85219447653963
67,6.60354905951413,5.69309986837095
60,6.561336095056099,5.83124177763108
134,6.505934607012164,4.9879691301616145
195,6.497718947586124,5.744768458277167
242,6.382246750238424,5.917887737891824
57,6.374133359392484,6.007307365877161
250,6.362667737233118,5.529178398008547
128,6.340894178288882,6.076271466267324
20,6.311300310188034,6.119023636277908
192,6.264911090338463,4.826368609195397
178,6.249999989790164,6.010261560962713
18,6.192122670586904,5.894217090391976
220,6.154631386039526,5.544666868750703
157,6.145260268289803,4.197373528221069
120,6.134435137196066,7.248005036314257
177,6.127214786360311,5.236448451155419
85,6.118812353232977,5.5508305900617465
26,6.112776700128372,5.929866466127725
169,6.0527749558950825,6.033959771245906
153,6.049857989288646,5.6231473099643186
89,6.035893073938224,5.490273421787184
160,6.034345945764232,4.672917394848453
212,6.00649920990075,5.111639432406459
47,5.924900132049945,5.55390083471397
119,5.785712742301146,5.844390510251459
8,5.745166010747198,5.556936175626534
94,5.545915483847212,5.660651386933354
257,5.533371776260562,4.9502453897787335
198,5.4904675229163535,4.534288352815702
99,5.435714266129902,8.411793624664748
96,5.4231428584882195,4.821225189126151
167,5.399780036793949,5.650071745758131
133,5.364972908154253,4.76983538310445
95,5.36469033471711,4.351995455106418
196,5.32119041964656,4.005908064863898
228,5.226004993201389,5.35673419558259
69,5.031997762588299,4.855103997507893
127,4.901291039547417,4.491106404653777
88,4.887382838322943,3.6930822023662637
243,4.862687569422791,4.467723962488622
225,4.72891938302979,4.362963091885311
188,4.7065573912174825,4.589361135407556
202,4.634862763347063,4.406524884686635
62,4.626633113541673,4.107829547498747
87,4.546789945812508,3.7292236209471508
12,4.469644898240097,3.266761254252487
223,4.464559349546813,4.850976340343692
61,4.436327808055719,4.362286672226902
168,4.328943846230258,4.717759428444519
209,4.246514973895536,3.805741666891455
261,4.236368636418628,3.795345916523204
247,4.225106908910956,4.295866123695242
244,4.2116587798014375,3.6918819153268196
36,4.195669784381725,3.4971190700141794
159,4.191425008215724,4.8337811986199535
13,4.1636737136937025,3.7521466423906316
105,4.135303024541248,3.9461792082405984
33,4.125148316255603,3.382806047038063
65,4.065627489196047,3.4620400437045245
66,4.045048419967552,3.0640790924718155
173,4.0048943349084665,4.690533255178147
54,3.976859325557265,3.626121154535116
37,3.928298841985336,3.6813683226767435
52,3.843149647506383,3.5510552761796186
190,3.756519998337093,3.3184160086078096
145,3.7325711824943433,3.481206642927967
80,3.692861037794058,3.145061626738143
82,3.659363176387565,3.3450949544015236
226,3.5993898899716,2.970122840693494
129,3.5914095512520126,4.13832974037223
260,3.584943780101595,3.2419494004251637
106,3.575187992269346,3.592540764253613
40,3.55240163164186,3.415210598828957
25,3.535462747091619,3.3148548876634414
83,3.5262341216157047,3.287097926527401
232,3.485631167674746,3.1423943716802993
112,3.450162182225209,2.8148104208668214
110,3.4283334215482077,3.920308386755793
17,3.4057718517313713,3.5520703902087845
255,3.4013421630694105,2.759700508102511
199,3.3868749663233757,4.680327105387578
116,3.349987528377453,3.1029267770748117
189,3.341963237445893,3.1788541399022567
97,3.3361251733711366,3.160885474718052
256,3.3332085975035626,2.7204374725290066
181,3.3283127554017677,3.157988542068984
193,3.314394201493115,3.239749064970953
45,3.2951125001199766,3.1184708523325213
111,3.282807007431984,3.505317512479724
49,3.2665813281052136,3.2837633783049736
217,3.225768721036766,3.4713147039921277
34,3.1612220743325943,2.7704360888670827
231,3.1418341867570203,3.0137976512139755
179,3.0917038217745185,2.8143621176094173
148,3.0351806667544055,2.6514395612441555
146,3.015787077386036,2.7247524505793033
230,2.968594978555261,3.621647896024453
264,2.9628782347409155,3.642809633818436
152,2.9155685967115175,2.8014457092072864
7,2.8322908730335996,2.7658465484224215
166,2.8112452599588806,2.7862855558954664
4,2.7927640517118144,2.6281742323997594
42,2.7343808270663095,3.1084412090762545
125,2.6878218214751337,2.8326594066819526
233,2.6657234254328372,3.14006933822703
144,2.6499732621564043,2.3773797796545684
158,2.6311003492268834,2.7485923033487
24,2.6249557105409247,2.6395823411302652
50,2.6110247790061774,2.931886587134335
74,2.5932501065773748,2.672965245311977
48,2.56758387033097,2.9453621971152266
163,2.558516505597546,3.090277953693744
211,2.551743311523754,2.4537325798994325
140,2.5337287943698037,2.6389467913039595
164,2.517508655103499,2.9892706179461204
224,2.508632210367966,2.55279109410251
79,2.502217807992993,2.3697713746920472
41,2.4994547837896004,2.6689305395073704
161,2.4972345449142477,2.9708563658459766
75,2.491020512344671,2.6198156351010935
162,2.4903678464934544,2.8457769803484463
100,2.4888162907368225,3.0062777813263097
114,2.4832937286676704,2.3184079559345063
262,2.4658305379247025,2.5870515842501365
68,2.4480799707182466,2.627554483434883
151,2.4453494748054676,2.532991349922652
246,2.4362844017000533,2.3964932403998715
170,2.3991136215531355,2.789739638134761
249,2.3828699636201462,2.3252072982974203
137,2.3620761734252707,2.4884832660703964
263,2.3579944521597067,2.5149604588881775
186,2.3462580996672497,2.5039117767344434
238,2.300554289102131,2.4186706266417684
229,2.2610920738279483,2.4408773837428495
107,2.2531090997800387,2.401060520883736
143,2.237305553536456,2.446683949625289
239,2.2363849151424393,2.4300078777165393
142,2.2304409121076616,2.3983071479381546
43,2.226469319495123,2.3106978092094934
113,2.201967486249173,2.2586073118980288
234,2.1783514355605997,2.260622677410427
90,2.176363245321593,2.412832456390708
141,2.109060787681847,2.25415909059941
236,2.055101646520798,2.1341594485435227
237,1.889461323490732,2.0522020881280048
